origin,destination,distance_km,state,route_description,updated_on,approval_no
NHAVASHEVA,SAGARDIGI,2193,,MUMBAI *REVISED ON 28/05/14,2014-03-31,
NHAVASHEVA,SATPURA,928,,MUMBAI,2014-03-31,
NHAVASHEVA,SHRISINGAJI,702,,SHRISINGAJI(MALWA),2014-03-31,
NHAVASHEVA,SINGARENI,1136,,MUMBAI,2014-03-31,
NHAVASHEVA,TUTICORIN,1606,,MUMBAI,2014-03-31,
NHAVASHEVA,UKAI,363,Gujarat,VAPI,2015-11-03,
NHAVASHEVA,UNCHAHAR,1375,,"NASHIK,DHULE,BHOPAL,SAGAR",2016-06-20,
NHAVASHEVA,VISHAKHAPATTNUM,1411,,MUMBAI,2014-03-31,
NHAVASHEVA HIND,RAGHANESDA SOLR,831,Gj,"VAPI, VDR, RADHA",2025-08-01,
NIGDI,BHILAI,1145,,PUNE,2014-03-31,
NIGDI,FARAKKA,2285,,PUNE,2014-03-31,
NIGDI,PARAS,485,,PUNE,2014-03-31,
NIZAMABAD,PARLI,169,,,2014-03-31,A025
NIZAMABAD,WARSHI,66,,,2014-03-31,A025
NOIDA,BHUSAWAL,1072,Mah.,GWLR-GNA-KHNDWA,2022-03-22,
NOIDA,HARDWAR,197,Uk,,2019-06-07,
NOIDA,HARIDWAR,197,Uk,"GHAZIABAD,KHATAULI",2019-06-07,1479
NOIDA,NORTH KARANPURA,1093,Up,AGRA-AURANGABAD-DOBH,2024-08-23,1587
NOIDA,PATRATU,1176,Chtsgrh,AGRA-PRGRJ-ARGBD,2023-09-27,
NOIDA (DELHI),RAJGHAT,542,,Lalit to Rajghat=22 km p/332,2014-03-31,
NORTH CHENNAI,KOTHAGUDEM,597,Tamil Nadu,"NELLORE, ONGOLE",2020-03-03,
NORTH KARANPURA,GADARWARA,846,Mp,"TANDWA,DALTONGANJ,PATNA,SHAHDOL,JABALPUR,NARSINGHPUR,GADARWARA",2019-01-31,
NORTH KARANPURA,KHURJA,1024,Up,AURANGABAD-VARA-LUCK,2024-08-02,1585
NORTH KARANPURA,PATRATU,62,Jh,BACHRA,2024-11-27,
NORTH KARANPURA,VIJAYWADA,1198,Up,SAMBALPUR-MYLAVARAM,2024-09-03,1588
NTPC BARH,AHMEDABAD,1752,Gujarat,PTN-LKO-KNPR-UDPR,2022-10-17,
NTPC DADRI,BHEL TRICHY,2490,Tamil Nadu,GWLR-SGR-NGPR-HYD,2022-05-28,
ONGAL,CUDDAPAH,257,,,2014-03-31,A026
PALGHAR,RAMAGUNDAM,857,Ap,PALGHAR-THANE-PUNE-RAMAGUNDAM,2014-03-31,A-14
PALGHAR (MAHRAS,THANE,79,,,2014-03-31,A-14
PALGHAT,AMARKANTAK,1947,,,2014-03-31,
PALGHAT,ANGUL,1815,,,2014-03-31,
PALGHAT,BAKRESHWAR,2187,,,2014-03-31,
PALGHAT,BELLARY,641,,,2014-03-31,A026
PALGHAT,BHATINDA,2676,Pb,BANGALORE-DELHI-Bhatinda,2014-03-31,A027
PALGHAT,BHILAI,1254,,,2014-03-31,
PALGHAT,BIRSINGHPUR,1821,,,2014-03-31,A026
PALGHAT,CANDHINAGAR,1751,,,2014-03-31,
PALGHAT,CHANDERPUR,1356,,,2014-03-31,
PALGHAT,CHANDRAPURA,2542,,,2014-03-31,
PALGHAT,CHHABRA,2113,,,2014-03-31,
PALGHAT,DADRI,2468,Up,NAGPUR-DELHI,2014-03-31,
PALGHAT,DURGAPUR,2439,,,2014-03-31,A022
PALGHAT,HARDUAGANJ,2284,,,2014-03-31,
PALGHAT,KAHALGAON,2538,,,2014-03-31,
PALGHAT,KAKATIYA,766,,,2014-03-31,
PALGHAT,KAYAMKULAM,246,,,2014-03-31,A07
PALGHAT,KHAPERKHEDA,1473,,,2014-03-31,
PALGHAT,KORBA,1843,,NAGPUR,2014-03-31,
PALGHAT,KOTHAGUDAM,1191,,HYDERABAD,2014-03-31,
PALGHAT,MEJIA,2470,,Palghat-Vij-Durgapr-Mejia,2014-03-31,A022
PALGHAT,MUMBAI,1338,,,2014-03-31,
PALGHAT,PAICHHA,1950,,,2014-03-31,A026
PALGHAT,PANIPAT,2518,,MODIFIED P/806,2014-03-31,A-16
PALGHAT,PARAS,1386,,,2014-03-31,A026
PALGHAT,PARLI,1228,,,2014-03-31,A026
PALGHAT,RAICHUR,834,,"BANGLORE,ANANTPUR,RACR",2014-03-31,
PALGHAT,RAMAGUNDAM,1114,,modified P/809,2014-03-31,A-16
PALGHAT,RAYALSEEMA,676,,,2014-03-31,A026
PALGHAT,RIHANDNAGAR,2169,,,2014-03-31,A-16
PALGHAT,SANTALDIH,2369,,,2014-03-31,A026
PALGHAT,SATYAMANGALAM,116,,,2014-03-31,A07
PALGHAT,SIMHADRI,1295,,,2014-03-31,
PALGHAT,SIPAT,1976,,,2014-03-31,A026
PALGHAT,TALCHER,1801,,,2014-03-31,
PALGHAT,UNCHAHAR,2124,,,2014-03-31,
PALGHAT,VIJAYWADA,971,,,2014-03-31,
PALGHAT,VINDHYANAGAR,2178,,,2014-03-31,
PALWAL,CHENNAI,2137,Tn,AGRA NGPUR NLLURE,2021-02-20,
PANIPAT,KARNAL,35,,,2014-03-31,A07
PANIPAT,MEJIA,1343,,,2014-03-31,
PANIPAT,REWARI,151,,,2014-03-31,
PANIPAT,SAHARANPUR,99,,Saharanpur-Shamli-Panipat,2014-03-31,A 13
PANIPAT,SURATGARH,339,Raj,,2014-03-31,A 13
PANIPAT,UNCHAHAR,643,,,2014-03-31,
PANIPAT,VINDHYANAGAR,979,,"VNYCHAL,DELHI,PANIPAT",2014-03-31,
PANIPAT,YAMUNANAGAR,97,,,2014-03-31,A07
PANIPAT,YESVANTNAGAR,2090,,PANIPAT-DLI-NGP-HYB-BANGALORE,2014-03-31,A-14
PANKI,UDANGUDI,2466,Up,SATNA-JABALPUR-SALEM,2024-04-20,1577
PARLI,SANTALDIH,1870,,DHULE- NAGPUR,2014-03-31,
PATANCHERU,AMARKANTAK,1049,,Patancheru-Hyd-Ngp-Amarkantak,2014-03-31,A022
PATANCHERU,BELLARY,408,,,2014-03-31,
PATANCHERU,BHATINDA,1963,,,2014-03-31,
PATANCHERU,BHILAI,736,,Patan.-42-Hyd-694-Bhilai,2014-03-31,
PATANCHERU,BIRSINGHPUR,954,,,2014-03-31,
PATANCHERU,CHANDERPURA,1590,Jharkhand,,2014-03-31,A022
PATANCHERU,DHAULPUR,1223,,-HYD.-NAGPUR-JHANSI-,2014-03-31,A21
PATANCHERU,KAHALGAON,1702,,,2014-03-31,
PATANCHERU,KORBA,979,,,2014-03-31,A020
PATANCHERU,MEJIA,1643,,,2014-03-31,A020
PATANCHERU,PANIPAT,1566,,,2014-03-31,A-12
PATANCHERU,PARAS,522,,,2014-03-31,A020
PATANCHERU,PARLI,364,,,2014-03-31,
PATANCHERU,RAIGARH OPJ,1050,,,2014-03-31,
PATANCHERU,RAMAGUNDAM,250,,,2014-03-31,a 10
PATANCHERU,RAYALSEEMA,498,,,2014-03-31,
PATANCHERU,RIHAND DAM,1266,,Patncharu- Hydbd-Rihand dam,2014-03-31,a 11
PATANCHERU,SANTALDIH,1505,,,2014-03-31,A024
PATANCHERU,SIPAT,1112,,,2014-03-31,
PATANCHERU,UNCHAHAR,1303,,,2014-03-31,
PATANCHERU,VINDHYANAGAR,1198,,,2014-03-31,
PATHANKOT,BENIKHET,70,,,2014-03-31,A025
PATHANKOT,JULLANDHAR,109,,also on page 175,2014-03-31,
PATNA,BEGUSARAI,73,,,2014-03-31,A-16
PATNA,BHAGALPUR,212,,,2014-03-31,
PATNA,FARAKKA,377,,,2014-03-31,A024
PATRATU,BHOPAL,1043,Jh,AMBKPR-JBLP,2024-11-27,
PATRATU,SAVLI,1557,Gujarat,SDL-BPL-DWS,2026-04-30,
PEENYA,BUDGE-BUDGE,2126,,BANGALORE-NAGPUR-KOLKATA,2014-03-31,
PEENYA,PARAS,1056,,BANGALORE,2014-03-31,
PONDICHERRY,KARAIKALA,144,,,2014-03-31,A07
PONDICHERRY,NEYVELI,54,,,2014-03-31,
PRATAPGARH,UNCHAHAR,121,,,2014-03-31,A029
PUNE,AMARKANTAK,1313,,,2014-03-31,
PUNE,ANPARA,1427,Up,,2014-03-31,
PUNE,AURANGABAD,228,Maharashtr,,2014-03-31,
PUNE,BARH,1802,,NASIK,2014-03-31,
PUNE,BARSI,202,,,2014-03-31,
PUNE,BELA,769,,NAGPUR,2014-03-31,
PUNE,BELGAUM,333,,,2014-03-31,
PUNE,BELLARY,615,,Mumbai-(163)-Pune{778-163=615},2014-03-31,
PUNE,BHATINDA,1762,,,2014-03-31,
PUNE,BHILAI,1125,,,2014-03-31,
PUNE,BHOPAL,1062,Mp,DHULE-DEWAS,2026-01-07,
PUNE,BHOPAL,787,Mp,DHULE-INDORE,2014-03-31,
PUNE,BIKANER,1302,Rajasthan,PALANPUR-KALOL-VAPI,2026-01-29,1637
PUNE,BINA,956,Mp,DHULE-INDORE-BHOPAL,2014-03-31,
PUNE,BIRSINGHPUR,1272,,"MALEGAON,BHOPAL,JBLPR.",2014-03-31,
PUNE,BOKARO,1876,,RANCHI-RAMGARH,2014-03-31,
PUNE,BONGAIGAON,2803,,NASIK,2014-03-31,
PUNE,CHANDERPUR,807,,AURANGABAD,2014-03-31,
PUNE,CHANDERPURA,1833,,,2014-03-31,A031
PUNE,CHENNAI,1166,,,2014-03-31,
PUNE,CHHABRA,853,,KOTA,2014-03-31,
PUNE,CUDDAPAH,889,,,2014-03-31,
PUNE,DADRI,1424,,"NSK.INDORE,GUNA,AGRA,",2014-03-31,
PUNE,DB POWER CHAMPA,1215,,NAGPUR-BILASPUR,2014-03-31,
PUNE,DHOLPUR,1173,,,2014-03-31,
PUNE,DURALARPUR,2058,,RANCHI-MALEGAON,2014-03-31,
PUNE,DURGAPUR,1806,,NAGPUR,2014-03-31,
PUNE,FARAKKA,2265,,BHILAI-KOLKATA,2014-03-31,
PUNE,GANDHIDHAM,1006,,,2014-03-31,A022
PUNE,GANDHINAGAR,704,,THANE,2014-03-31,
PUNE,GOINDWAL,1863,,DELHI - AMBALA,2014-03-31,
PUNE,JALNA,285,,,2014-03-31,A07
PUNE,JHAJJAR,1540,,DELHI,2014-03-31,
PUNE,KADANA,657,Gujarat,"NASIK.PARDI,BADODRA",2014-03-31,
PUNE,KAHALGAON,1930,,,2014-03-31,A031
PUNE,KAKATIYA TPS,748,Ap,Pune-Hyderabad-Warangal-Kakati,2014-03-31,A030
PUNE,KALPAKKAM,1232,,,2014-03-31,
PUNE,KANDLA,1020,Gujarat,,2014-03-31,
PUNE,KARWAR,455,,BELGUM,2014-03-31,
PUNE,KAYAMKULAM,1234,,,2014-03-31,
PUNE,KHAMGAON,432,,,2014-03-31,A027
PUNE,KHAPERKHEDA,744,,"AHAMADNAGAR,CHIKLI,",2014-03-31,
PUNE,KODERMA,1901,,NAGPUR-RANCHI,2014-03-31,
PUNE,KOLAGHAT,1872,,SAMBHALPUR,2014-03-31,
PUNE,KOLAHPUR,218,,,2014-03-31,A-09
PUNE,KORBA,1207,,AHMADNAGAR- KHAMGAON-NAGPUR-,2014-03-31,A027
PUNE,KOTA,1014,,,2014-03-31,
PUNE,KOTHAGUDAM,830,,HYDERABAD,2014-03-31,
PUNE,MAITHAN,1778,,ASANSOLE,2014-03-31,
PUNE,MALEGAON,979,,,2014-03-31,
PUNE,MALIBRAHMANI,1567,,DHULE-SAMBALPUR-RAMPUR-ANGUL,2014-03-31,
PUNE,MANERRIBHALI,1738,,,2014-03-31,A028
PUNE,MATRISHREE,1833,,RANCHI- CHANDWA,2014-03-31,
PUNE,MAUDA,757,,NAGPUR,2014-03-31,
PUNE,MEJIA,2071,,"P.47,DURLAVPUR",2014-03-31,
PUNE,METTUR,1024,,,2014-03-31,
PUNE,NABINAGAR,1673,Maharashtr,BHOPAL,2014-03-31,
PUNE,NORTH MADRAS,1155,,,2014-03-31,
PUNE,PADAMPUR,1362,,PADAMPUR(ADHUNIK-JAMSHEDPUR),2014-03-31,
PUNE,PANIPAT,1463,,DELHI+85Km,2014-03-31,
PUNE,PANVEL,119,,,2014-03-31,
PUNE,PARAS,465,,AURANGABAD- KHAMGAON-,2014-03-31,A027
PUNE,PARLI,365,,,2014-03-31,
PUNE,PRAYAGRAJ,1346,Up,NAGPUR-ALLAHABAD,2014-03-31,
PUNE,RAICHUR,612,,"SHOLAPUR,BIJAPUR,HUGD.",2014-03-31,
PUNE,RAIGARH,1278,,Pune -Nagpur-Raigarh,2014-03-31,A030
PUNE,RAMAGUNDAM,635,Ap,PUNE-SOLAPUR-JAGDCAL-KRM-RAGDM,2014-03-31,
PUNE,RANCHI,1750,,,2014-03-31,A031
PUNE,RAYALSEEMA,897,,,2014-03-31,A21
PUNE,RENIGUNTA,1022,,"KUDURA,RAJANPET,HUBLI",2014-03-31,
PUNE,RIHAND DAM,1488,U.P,,2014-03-31,
PUNE,SANTALDIH,1733,,,2014-03-31,A031
PUNE,SHIRWAL,51,,,2014-03-31,A027
PUNE,SHREESHINGHA JI,603,,NASIK-DHULE-BHUSAWAL-EDLABAD,2014-03-31,
PUNE,SILVASSA,318,,KASAKHURD,2014-03-31,
PUNE,SIMHADRI,1179,,"SOLALUR,HYDERABAD,VISH",2014-03-31,
PUNE,SIPAT,1340,,Pune-Nagpur-Sipat,2014-03-31,A030
PUNE,SOLAPUR,232,,,2014-03-31,A21
PUNE,SURATGARH,1518,,"THANE,HMTNGR.,JODHAPUR",2014-03-31,
PUNE,TALCHER,1424,,,2014-03-31,
PUNE,TARAPUR,265,,Pune=(shirval),2014-03-31,a 12
PUNE,TEHRI(CHINYASAU,1698,,TEHRI (CHINYASAUR),2014-03-31,A031
PUNE,THANE,143,,,2014-03-31,A08
PUNE,TUTICORIN,1376,,Mumbai-(163)Pune{1539-163=1376,2014-03-31,
PUNE,UKAI SITE,383,,NASIK,2014-03-31,
PUNE,UNCHAHAR,1333,,"FATEPUR,SAGAR,BHOPAL",2014-03-31,
PUNE,VALLUR,1174,,MUMBAI,2014-03-31,
PUNE,VIJAYWADA,805,,SOLAPUR- HYDERABAD,2014-03-31,
PUNE,VINDHYACHAL,1426,,NAGPUR-VINDHYACHAL SITE,2014-03-31,
PUNE,VINDHYANAGAR,1468,,NASIK,2014-03-31,
PUNE,WANAKBORI,679,,NSK.PARDI BARODA GODRA,2014-03-31,
PUNE,YEDADRI,739,Karntk,SLP-ZHR-HYD,2026-01-14,
PURULIA,BANKURA,116,,,2014-03-31,
PURULIA,CHANDERPURA,89,,,2014-03-31,A026
PURULIA,CHANDIL,55,,,2014-03-31,A026
PURULIA,KENDURJHARGARH,235,,,2014-03-31,A21
PURULIA,SANTALDIH,40,,,2014-03-31,
RAEBARELI,FATEPUR,51,,,2014-03-31,A026
RAEBARELI,UNCHAHAR,35,,,2014-03-31,
RAGHUNATHPUR,HARIDWAR,1369,U Khand,LKO-ARNGBAD,2024-02-21,
RAICHUR,BELLARY,149,,,2014-03-31,A026
RAICHUR,KOTHAGUDAM,477,,,2014-03-31,
RAIGARH,KAKATIYA,760,Telangana,"RAIGARH,MAHASAMUND,DHAMTARI,KAPSI,AMRAWATI,KAKATIYA",2019-01-02,
RAIGARH,KORBA NTPC,129,,,2014-03-31,A08
RAIPUR,JABALPUR,362,,,2014-03-31,A028
RAIPUR,KENDURJHARGARH,457,Jharkhand,,2014-03-31,
RAIPUR,KORBA NTPC,218,Mp,,2014-03-31,
RAIPUR,RAIGARH,243,Chattisgar,,2014-03-31,
RAIPUR,SAMBALPUR,270,,,2014-03-31,A-16
RAIPUR,SIPAT,136,,,2014-03-31,A027
RAJGARH,SHIVPURI,193,Raj.,,2014-03-31,A-14
RAJNANDGAON,SARAIKELA,679,,RAIPR-SMBLPR-KNDUJHRGRH-CHIBSA,2014-03-31,
RAMESHWARM,RAMANATHAPURAM,35,,,2014-03-31,A08
RAMGARH,CHANDERPURA,128,Jharkhand,,2014-03-31,A022
RAMGARH (BIHAR),SANTALDIH,119,,,2014-03-31,A21
RANCHI,CHANDIL,112,,,2014-03-31,A07
RANCHI,CHHABRA,1726,Rajasthan,,2014-03-31,
RANCHI,KENDURJHARGARH,263,,,2014-03-31,A026
RANCHI,KOTA,1594,,,2014-03-31,
RANCHI,MEJIA,281,Bihar,,2014-03-31,
RANCHI,PARAS,1300,,,2014-03-31,A026
RANCHI,PARLI,1530,,,2014-03-31,A026
RANCHI,RAIGARH,357,,,2014-03-31,
RANCHI,RAYALSEEMA,1936,,NAGPUR-HYDERABAD-CUDDAPAH,2014-03-31,A027
RANCHI,ROURKELA,210,,,2014-03-31,
RANCHI,SURATGARH,1462,,,2014-03-31,
RANIPET,BANGALORE,233,,,2014-03-31,A08
RANIPET,FARIDABAD,2031,,,2014-03-31,
RANIPET,GANDHINAGAR,1755,,"BANGLORE,PUNE,NASIK,",2014-03-31,
RANIPET,HARIDWAR,2390,Tamil Nadu,HYD-NGPR-AGR-GZD,2023-03-16,
RANIPET,KANCHIPURAM,45,,,2014-03-31,
RANIPET,MAMALLAPURAM,114,,,2014-03-31,A029
RANIPET,TARAPUR,1333,,,2014-03-31,A-16
RANIPET,TIRUCHI,272,,,2014-03-31,
RANIPET,WANAKBORI,1740,,"BANGLORE,PUNE,NASIK,",2014-03-31,
RAYALSEEMA,ANGUL,1288,,VIJAYAWADA SRIKAKULAM BERHAMPU,2014-03-31,
RAYALSEEMA,BALESHWAR,1464,,,2014-03-31,A026
RAYALSEEMA,CHANDERPURA,1845,Jharkhand,,2014-03-31,A026
RAYALSEEMA,KAHALGAON,2023,,,2014-03-31,A026
RAYALSEEMA,PARAS,944,,,2014-03-31,A026
RAYALSEEMA,RANCHI,1813,,,2014-03-31,A026
RENUKUT,KHAIRI,1455,,,2014-03-31,A025
RENUKUT,RIHANDNAGAR,70,,,2014-03-31,A027
RENUKUT,SEWA II,1455,,-ROBARTGANJ-DELHI-JULLAN-BENIK,2014-03-31,A025
REWA,AMARKANTAK,223,,,2014-03-31,A020
REWA,BIRSINGHPUR,204,,rewa-shahdol=164+40=204km,2014-03-31,
REWA,RIHAND DAM,229,,,2014-03-31,A-15
REWA,SHAHDOL,164,,,2014-03-31,A020
REWA,VINDHYACHAL,210,,,2014-03-31,A031
REWA,VINDHYANAGAR,210,Mp,corrected on 21.05.05,2014-03-31,
REWA,WAIDHAN,204,,,2014-03-31,A08
RHATINDA,RAIGARH,1601,,,2014-03-31,
RISHIKESH,DELHI,225,,RISHIKESH-HARIDWAR-DELHI,2014-03-31,
RISHIKESH,NAMRUP,2432,,HILL ROUTE(GUHATI-NAMRUP)453KM,2014-03-31,
ROHTAK,BHATINDA,260,,,2014-03-31,A029
ROORKEE,BELLARY,1922,,,2014-03-31,
ROORKEE,BHILAI,1275,,,2014-03-31,
ROORKEE,BHIWANDI,1458,,,2014-03-31,
ROORKEE,FARAKKA,1440,,RKE-HWR-M.BAD-V.NASI-BHALA.FAR,2014-03-31,A024
ROORKEE,KAHALGAON,1428,,Rke-Kahalgaon(1397+31=1428km),2014-03-31,
ROORKEE,KORBA,1197,,,2014-03-31,
ROORKEE,PARAS,1258,,,2014-03-31,
ROORKEE,PARICHHA,562,,,2014-03-31,
ROORKEE,PARLI,1516,,,2014-03-31,
ROORKEE,RAIGARH,1360,,,2014-03-31,
ROORKEE,SIPAT,1276,,,2014-03-31,
ROORKEE,TALCHER,1606,Orrisa,,2014-03-31,A-02
ROORKEE,UNCHAHAR,681,,,2014-03-31,
ROPAD,HARIDWAR,272,U.Khand,ZRKPR-YMNNGR,2024-04-17,
ROURKELA,BHADRADRI,889,Telangana,JSRGD-JEYPORE,2021-09-10,
RUDRAPUR,CHILLA,218,Uk,NAJB-DHAMPR,2025-08-27,
RUDRAPUR,ENNORE,2265,Tn,FRKB-SEONI,2025-09-24,
RUDRAPUR,KAKRAPAR,1379,Gj,FRK-GUNA-INDR,2025-08-28,
RUDRAPUR,NALGONDA,1700,Telg,JHS-NGP,2025-09-24,
RUDRAPUR,RAMGARH (JH),1038,Jh,LKO-VNS,2025-09-24,
SAGAR,FATEHPUR,331,,,2014-03-31,A026
SAGAR,UNCHAHAR,417,,,2014-03-31,A026
SAHARANPUR,AMBALA,86,,,2014-03-31,A21
SAHARANPUR,BALLABGARH,170,,,2014-03-31,
SAHARANPUR,BELLARY,1955,,,2014-03-31,A026
SAHARANPUR,BIRSINGHPUR,1016,,,2014-03-31,
SAHARANPUR,CHANDIGARH,131,,,2014-03-31,A21
SAHARANPUR,KORBA,1206,,,2014-03-31,A026
SAHARANPUR,KOTHAGUDAM,1717,,,2014-03-31,A031
SAHARANPUR,MEJIA,1408,,,2014-03-31,A026
SAHARANPUR,MORADABAD,216,Up,,2014-03-31,
SAHARANPUR,MUZAFARNAGAR,71,Up,,2014-03-31,
SAHARANPUR,NAGPUR,1135,,,2014-03-31,A026
SAHARANPUR,PARAS,1287,,,2014-03-31,A026
SAHARANPUR,PARICHHA,595,,,2014-03-31,A026
SAHARANPUR,PARLI,1557,,,2014-03-31,A026
SAHARANPUR,RAMAGUNDAM,1516,,S.pur-mfzngr-agra-r.gundam,2014-03-31,a 11
SAHARANPUR,RAYALSEEMA,1996,,,2014-03-31,A026
SAHARANPUR,RIHAND DAM,1081,,,2014-03-31,a 12
SAHARANPUR,SANTALDIH,1357,,,2014-03-31,A026
SAHARANPUR,SIMHADRI,1946,,"VISHAKHAPATNAM,SIMHDRI",2014-03-31,
SAHARANPUR,SIPAT,1245,,,2014-03-31,A026
SAHARANPUR,SURATGARH,445,,,2014-03-31,
SAHARANPUR,TALCHER,1654,,,2014-03-31,
SAHARANPUR,TARAPUR,1510,Maharasta,,2014-03-31,A-02
SAHARANPUR,UNCHAHAR,679,,"M.NAGAR,ALIGARH,KANPUR",2014-03-31,
SAHARANPUR,VINDHYANAGAR,1025,,MUZAFFARNAGAR,2014-03-31,
SAHARANPUR,VISAKHAPATNAM,1921,,MUZAFFARNAGAR,2014-03-31,
SAHARANPUR,WANAKBORI,1126,Gujarat,MUZAFFARNAGAR,2014-03-31,
SAHARANPUR,YAMUNANAGAR,32,Haryana,,2014-03-31,A-03
SALEM,HOSUR,140,,,2014-03-31,A08
SALEM,METTUR,78,,,2014-03-31,
SAMBALPUR,ANGUL,148,,,2014-03-31,A07
SAMBALPUR,IB VELLEY,77,,,2014-03-31,A07
SAMBALPUR,JHARSUGUDA,53,,,2014-03-31,A07
SAMBALPUR,KENDURJHARGARH,191,,,2014-03-31,A-16
SAMBALPUR,KHARAGPUR,410,,,2014-03-31,A07
SAMBALPUR,NAGPUR,537,,,2014-03-31,A026
SANAND,HARIDWAR,1195,Uk,UDPR-FRD-MRT,2025-12-01,
SANTALDIH,CHANDERPURA,85,Jharkhand,,2014-03-31,A022
SATARA,KAHALGAON,2040,,PUNE-NAGPUR-,2014-03-31,A027
SATARA,PUNE,110,,,2014-03-31,A027
SATARA,SHIRWAL,39,,,2014-03-31,A027
SDSTPP KRSPTTNM,KOLKATTA PORT,1508,W Bengal,VJWD-VIZAG-KHGPR,2022-07-27,
SHAHDOL,AMARKANTAK,59,,,2014-03-31,A020
SHAHDOL,ANUPPUR,47,,,2014-03-31,
SHAHDOL,BIRSINGHPUR,40,,"sketch MGI 68,",2014-03-31,
SHAHDOL,PALI(BIRSINGPUR,40,,,2014-03-31,A026
SHILLONG,SILCHAR,220,,,2014-03-31,A07
SHIMLA,SOLAN,45,,,2014-03-31,
SHIROL,TALCHER,1648,,Shirol is near Kohlapur,2014-03-31,A-09
SHIRWAL,BIRSINGHPUR,1236,,,2014-03-31,A027
SHIRWAL,CHHABRA,1325,,SATARA-PUNE-KOTA,2014-03-31,
SHIRWAL,KAHALGAON,1981,Bihar,PUNE- NAGPUR-Kahalgaon,2014-03-31,A027
SHIVPURI,GUNA,96,,,2014-03-31,
SHIVPURI,JHANSI,94,,,2014-03-31,A024
SHIVPURI,PARICHHA,119,,,2014-03-31,
SHREE SINGAJI,NELLORE,1216,Andr Prdsh,ADLBD,2021-09-10,
SHRI SHINGA JI,DB POWER CHAMPA,980,,KHANDWA-HOSNGBD-JBLPUR-BILASPR,2014-03-31,
SIKKA,BELLARY,1559,"Guj,Karna",PUNE-DHARWAD-HOSPAT-BELLARY,2014-03-31,
SIKKA,BINA,1073,Mp,"RAJKOT,GODHARA,VIDISHA",2016-10-12,
SIKKA,CHANDWA,2067,Jharkhand,JAMNGR-AHMDBD-BPL-VARNSI-RANCH,2014-03-31,
SIMHADRI,RIHAND NAGAR,1572,,,2014-03-31,
SIMLA,MANDI,150,Hp,,2014-03-31,A027
SINGARENI,VAPI,857,Gujarat,"MANCHERIAL,VASMAT,JALNA,AURANGABAD,MANMAD,RONVEL",2019-01-29,
SINGRAULI,KORBA NTPC,546,,,2014-03-31,
SIVAKASI,HARIDWAR,2612,,MADURAI-BANG-HYDB-NAGPR-JHANSI,2014-03-31,
SOLAPUR,BELLARY,383,,-HOSPET-,2014-03-31,A21
SOLAPUR,BID,169,,,2014-03-31,A21
SOLAPUR,HYDERABAD,302,,,2014-03-31,A031
SOLAPUR,RAICHUR,369,,,2014-03-31,A024
SOLAPUR,RAYALSEEMA,665,,,2014-03-31,A21
SOLAPUR,SATARA,209,,,2014-03-31,A-16
SONIPAT,BHATINDA,316,,,2014-03-31,A029
SONIPAT,KORBA,1102,,DELHI,2014-03-31,A029
SONIPAT,ROHTAK,56,,,2014-03-31,A029
SRICITY SEZ,WANAKBORI,1713,Gujarat,DHULE-A.BAD-SLPR,2022-06-06,
SURAT,UKAI DAM,103,Gujarat,,2014-03-31,
SURATGARH,BARA,1079,Up,"SURARGARH,PILIBANGA,HISAR,BAHADURGARH,BRINDAVAN,ETAWAH,KANPUR,FATEHPUR,BARA",2019-01-02,
SURATGARH,IB VALLEY,1732,Odisha,"SURATGARH,HISAR,NEW DELHI,NOIDA,AGRA,ALLAHABAD,RENUKOOT,AMBIKAPUR,SUNDERGARH,JHARSUGUDA",2018-09-12,
SURATGARH,KAYAMKULAM,2752,,,2014-03-31,A 08
SURATGARH,KHAPERKHEDA,1286,,,2014-03-31,
SURATGARH,RIHAND DAM,1334,,S.Garh-Dhl-Allahabd-Mangwa-rin,2014-03-31,a 11
SURATGARH,SATARA,1687,,,2014-03-31,
SURATGARH,SINGRAULI,1300,Raj,s.garh-Delhi-Allahbd-Mang.-Sid,2014-03-31,A-12
SURATGARH,WAPI,1223,,,2014-03-31,A-09
TADA,VALLUR,58,,"ELAVUR,NALUR,MINJUR",2016-06-20,
TALAJA,CHHABRA,1222,,MUMBAI,2014-03-31,
TALOJA,BHEL HARDWAR,1597,Maharashtra,MUMBAI,2014-03-31,
TARAPUR,DHANU,53,,,2014-03-31,
TEHRI,KHURJA,364,Uk,"RISHIKESH, MEERUT",2024-05-28,
THANE,BIRSINGHPUR,1229,,Mumby-pali=1272-(bby-thane=43),2014-03-31,
THANE,DHANU,126,,,2014-03-31,
THANE,DURGAPUR,1902,W.B,,2014-03-31,
THANE,FARAKKA,2298,,,2014-03-31,
THANE,HUBLI,586,,,2014-03-31,
THANE,IB VELLAY,1434,,,2014-03-31,
THANE,KALAMALA,1097,,,2014-03-31,
THANE,KASAKHURD,100,,,2014-03-31,A07
THANE,PANVEL,32,,,2014-03-31,
THANE,PARAS,653,,MUMBAI,2014-03-31,
THANE,PARICHHA,1040,,,2014-03-31,
THANE,PARLI,469,,512-43=469 km,2014-03-31,
THANE,RAIGARH OPJSTPP,1327,,Mumbai-43 Thane=1370-43=1327,2014-03-31,
THANE,RIHAND DAM,1428,Mp,Mumbai-Thane-Nasik-Dhule-Ngp-,2014-03-31,
THANE,RIHANDNAGAR,1428,,,2014-03-31,
THANE,SIMHADRI,1326,,,2014-03-31,
