origin,destination,distance_km,state,route_description,updated_on,approval_no
AGRA,ADHUNIK,1014,,JAMSHEDPUR,2014-03-31,
AGRA,ALIGARH,65,Up,,2014-03-31,
AGRA,BHATINDA,531,Punjab,,2014-03-31,
AGRA,ETAWAH,118,Up,,2014-03-31,A08
AGRA,FARIDABAD,171,Haryana,,2014-03-31,
AGRA,GHAZIABAD,195,Up,,2014-03-31,
AGRA,GURGAON,193,Haryana,,2014-03-31,A-15
AGRA,GWALIOR,119,,,2014-03-31,
AGRA,HARDUAGANJ,79,Up,,2014-03-31,
AGRA,INDORE,606,,,2014-03-31,A024
AGRA,JAIPUR,235,Up,,2014-03-31,
AGRA,JHANSI,220,,,2014-03-31,
AGRA,MATHURA,56,,,2014-03-31,A024
AGRA,MEERUT,214,Up,,2014-03-31,
AGRA,RANCHI,1435,Jharkhand,,2014-03-31,
AGRA,REWA,533,Mp,,2014-03-31,A-15
AGRA,SAGAR,418,,,2014-03-31,A07
AGRA,TUTICORIN,2471,Tamilnaidu,,2014-03-31,
AHMAD NAGAR,PARAS,333,,,2014-03-31,
AHMADABAD,AMARKANTAK,1079,,,2014-03-31,A022
AHMADABAD,ANGUL,1663,Orrisa,,2014-03-31,A-02
AHMADABAD,AURANGABAD,557,Maharashtr,,2014-03-31,
AHMADABAD,BAKRESHWAR,1796,,Ahamadabd-Jabalpr-Rewa-Naini-B,2014-03-31,A022
AHMADABAD,BANHARPALLI,1423,Orrissa,VADODARA INDORE NAGPUR BHILAI RAIGARH BANAHARPALLI,2018-05-30,
AHMADABAD,BHACHAU,324,,,2014-03-31,
AHMADABAD,BHATINDA,1003,,,2014-03-31,
AHMADABAD,BHAVNAGAR,191,Gujarat,,2014-03-31,A08
AHMADABAD,BHILAI,1053,,Ahamadabd-Indore-Ngp-Bhilai,2014-03-31,A022
AHMADABAD,BIKANER,676,Raj,,2014-03-31,
AHMADABAD,BIRSINGHPUR,1033,,,2014-03-31,
AHMADABAD,CHANDERPUR,970,,,2014-03-31,A026
AHMADABAD,CHHATRAL,36,,,2014-03-31,
AHMADABAD,DHULE,448,,,2014-03-31,
AHMADABAD,DURGAPUR,1754,,MEJIA,2014-03-31,
AHMADABAD,GADARWARA,737,Mp,GODHRA INDORE BHOPAL GADARWARA,2018-05-30,
AHMADABAD,GANDHIDHAM,355,,,2014-03-31,A022
AHMADABAD,GANDHINAGAR,13,Gujarat,,2014-03-31,
AHMADABAD,INDORE,365,,,2014-03-31,
AHMADABAD,JABALPUR,793,,,2014-03-31,A022
AHMADABAD,JODHPUR,433,Rajasthan,,2014-03-31,A-09
AHMADABAD,KAHALGAON,1732,,,2014-03-31,
AHMADABAD,KANDLA,369,,,2014-03-31,
AHMADABAD,KARIMNAGAR,1061,,,2014-03-31,
AHMADABAD,KORBA,1103,,,2014-03-31,A022
AHMADABAD,KOTA,521,Rajasthan,,2014-03-31,A-09
AHMADABAD,KOTHAGUDEM,1423,Telangana,VADODARA NASHIK OSMANABAD SURYAPED KHAMMAN KOTHAGUDEM,2018-05-30,
AHMADABAD,MEJIA,1785,,,2014-03-31,A21
AHMADABAD,NAGPUR,819,,,2014-03-31,A022
AHMADABAD,PANIPAT,1000,Haryana,,2014-03-31,
AHMADABAD,PARAS,696,,,2014-03-31,
AHMADABAD,PARLI,801,,,2014-03-31,
AHMADABAD,PUNE,693,,,2014-03-31,A024
AHMADABAD,RAICHUR,1294,,PUNE-SHOLAPUR-RAICHUR,2014-03-31,A024
AHMADABAD,RAIGARH,1339,,,2014-03-31,A21
AHMADABAD,RAMAGUNDAM,1226,,,2014-03-31,
AHMADABAD,RAYALSEEMA,1518,,,2014-03-31,A21
AHMADABAD,SAMBALPUR,1503,Orrisa,,2014-03-31,A07
AHMADABAD,SANTALDIH,1733,,,2014-03-31,A21
AHMADABAD,SIMHADRI,1805,,,2014-03-31,
AHMADABAD,SIPAT,1142,,Ahamadabd-Jabalpr-Sipat,2014-03-31,A022
AHMADABAD,SOLAPUR,925,,,2014-03-31,A024
AHMADABAD,SURATGARH,854,Rajasthan,,2014-03-31,A-09
AHMADABAD,UNCHAHAR,1110,,,2014-03-31,
AHMADABAD,VADODARA,113,,,2014-03-31,A024
AHMADABAD,VINDHYANAGAR,1300,,,2014-03-31,
AHMADABAD,WAPI,369,,,2014-03-31,A-09
AHMADNAGAR,AURANGABAD,102,,,2014-03-31,A07
AHMADNAGAR,BARAMATI,152,,,2014-03-31,A07
AHMADNAGAR,BELLARY,622,,,2014-03-31,A027
AHMADNAGAR,BIRSINGHPUR,1146,,"A.NAGAR,MALEGAON,BRNPR",2014-03-31,
AHMADNAGAR,GANDHINAGAR,626,,"NASIK,CHIKHLI,",2014-03-31,
AHMADNAGAR,GOOTY,697,,,2014-03-31,A027
AHMADNAGAR,MALEGAON,167,,,2014-03-31,
AHMADNAGAR,PARLI,247,,,2014-03-31,
AHMADNAGAR,PUNE,118,,,2014-03-31,
AHMADNAGAR,RAICHUR,599,,"SHOLAPUR,BIJAPUR,LNGSR",2014-03-31,
AHMADNAGAR,RAYALSEEMA,904,,DAUND-SHOLAPUR-HOSPET-CUDDAPCH,2014-03-31,A027
AHMADNAGAR,SOLAPUR,225,,DAUND,2014-03-31,A027
AHMADNAGAR,SURATGARH,1361,,,2014-03-31,
AHMADNAGAR,VINDHYA NAGAR,1294,,,2014-03-31,
AHMADNAGAR,WANAKBORI,658,,,2014-03-31,
AHMEDABAD,BUDGE-BUDGE,1992,Wb,KOLKATA,2014-03-31,
AJMER,BIKANER,233,Rajasthan,,2014-03-31,
AJMER,JAIPUR,131,,MODIFIED page 87,2014-03-31,A028
AJMER,KOTA,624,,,2014-03-31,
AJMER,RATLAM,377,,,2014-03-31,A07
AJMER,UDAIPUR,236,,,2014-03-31,
AKOLA,PARAS,29,,,2014-03-31,A020
ALIGARH,KANPUR,292,Up,,2014-03-31,A07
ALLAHABAD,BARHI,400,,VARANSI,2014-03-31,A026
ALLAHABAD,BELLARY,1427,,NAINI-JBALPUR-NAGPUR-HYD.,2014-03-31,A026
ALLAHABAD,BIRSINGHPUR,327,,,2014-03-31,A026
ALLAHABAD,ETAWAH,311,Up,,2014-03-31,A07
ALLAHABAD,HYDERABAD,1061,,NAINI-JBALUR-NAGPUR-,2014-03-31,A026
ALLAHABAD,IB VALLEY,732,,,2014-03-31,
ALLAHABAD,KAHALGAON,734,,,2014-03-31,A026
ALLAHABAD,KANPUR,193,Up,,2014-03-31,
ALLAHABAD,KORBA,661,,REWA-JABALPUR-,2014-03-31,A026
ALLAHABAD,LUCKNOW,234,Up,,2014-03-31,
ALLAHABAD,MAHOBA,237,,,2014-03-31,A026
ALLAHABAD,MANGAWAN,95,,,2014-03-31,A08
ALLAHABAD,MEJIA,658,,,2014-03-31,A020
ALLAHABAD,NAINI,9,,,2014-03-31,A07
ALLAHABAD,PANIPAT,705,Haryana,,2014-03-31,
ALLAHABAD,PARICHHA,409,,NAINI-BANDA- JHANSI-,2014-03-31,A026
ALLAHABAD,PIPAVAV,1532,,AHEMDABAD-BHAVNAGAR,2014-03-31,
ALLAHABAD,RAYALSEEMA,1525,,NAINI-HYD-CUDDAPAH-,2014-03-31,A026
ALLAHABAD,REWA,126,Mp,,2014-03-31,
ALLAHABAD,RIHAND DAM,327,,,2014-03-31,A 12
ALLAHABAD,ROORKEE,700,,,2014-03-31,
ALLAHABAD,SHAHDOL,287,,,2014-03-31,A026
ALLAHABAD,SINGRAULI,258,,,2014-03-31,A 12
ALLAHABAD,SIPAT,700,,,2014-03-31,
ALLAHABAD,TALCHER,886,,,2014-03-31,
ALLAHABAD,UNCHAHAR,177,,,2014-03-31,A029
ALLAHABAD,VIDHYANAGR,85,Up,,2014-03-31,
ALLAHABAD,VINDHYANAGAR,336,,REWA,2014-03-31,A026
ALLAHABAD,WAIDHAN,268,,,2014-03-31,
ALLEPPEY,KAYAMKULAM,55,Keral,,2014-03-31,A-01
ALLHABAD,KATNI,251,,Sketch 68 Mgi,2014-03-31,
ALWAR(BHIWADI),AGRA,169,,SKETCH NO.79,2014-03-31,A024
ALWAR(BHIWADI),INDORE,775,,,2014-03-31,A024
ALWAR(BHIWADI),PARAICHHA,414,,NAGAR-MATHURA-AGRA-JHANSI-PARI,2014-03-31,A024
ALWAR(BHIWADI),PARAS,1106,,ALWAR-AGAR-GWALIOR-INDOR-PARAS,2014-03-31,A024
ALWAR(BHIWADI),PARLI,1376,,ALWAR-INDORE-DHULE-PARDI,2014-03-31,A024
AMBALA,CHANDIGARH,45,,,2014-03-31,A21
AMBALA,GOINDWAL,226,,,2014-03-31,
AMBALA,HANUMANGARH,285,,,2014-03-31,A07
AMBALA,JAIPUR,463,,,2014-03-31,A07
AMBALA,KIRATPUR,116,,,2014-03-31,A07
AMBALA,NATHPAJHAKRI,279,,,2014-03-31,A07
AMBALA,SURATGARH,340,Rajasthan,,2014-03-31,
AMBALUI,FARAKKA,1992,,KOLKATA,2014-03-31,
AMBATTUR,UPPER SINDH,3039,J&K,Ambattur=Chennai,2014-03-31,
AMIKAPUR,ROBERTGANJ,290,,,2014-03-31,A07
AMRAVATI,BETUL,178,,,2014-03-31,A07
AMRAVATI,NANDED,232,,,2014-03-31,A07
AMRAVATI,NASHIK,550,Mh,AKOLA BHUSAWAL DHULE MALEGAON,2014-03-31,.
AMRITSAR,LUDHIANA,135,,,2014-03-31,A07
ANAPARA,IB VALLEY,571,,,2014-03-31,
ANGUL,IB VALLEY,225,,,2014-03-31,
ANKLESHWAR,SURAT,72,,,2014-03-31,A07
ANUPPUR,AMARKANTAK,12,,,2014-03-31,
ASANSOLE,AHMADPUR,94,,,2014-03-31,A08
ASANSOLE,DURGAPUR,50,Wb,,2014-03-31,A-14
AURANGABAD,BEED,128,,,2014-03-31,A031
AURANGABAD,CHANDERPUR,579,,,2014-03-31,
AURANGABAD,JALNA,60,Mahar.,,2014-03-31,A07
AURANGABAD,KARIMNAGAR,504,,,2014-03-31,
AURANGABAD,KHAMGAON,204,,,2014-03-31,A027
AURANGABAD,KOTHAGUDAM,788,,,2014-03-31,
AURANGABAD,PARAS,237,,KHAMGAON,2014-03-31,A027
AURANGABAD,PARLI,213,,,2014-03-31,A027
AURANGABAD,RAMAGUNDAM,554,A.P,,2014-03-31,
AYODHYA,TANDA,68,,,2014-03-31,A07
BAKRESHWAR,RAYALSEEMA,1776,,,2014-03-31,A-15
BALAPUR,PARAS,10,,,2014-03-31,A020
BALASERE,JAMNAGAR,2233,,BHUBNESHWAR-AHEMDABAD,2014-03-31,
BALASORE,BHUBANESHWAR,239,,,2014-03-31,A08
BALASORE,COCHIN,2123,Kerla,Balasore-Bhiuvneshwar-Chenai-,2014-03-31,A-14
BALASORE,GOA,1793,Test,TEST,2026-01-07,
BALASORE,GOA,1794,,,2014-03-31,
BALASORE,KHARAGPUR,108,,,2014-03-31,A07
BALASORE,PIPAVAV,2082,Gujarat,CUTTACK SAMBALPUR BHILAI NAGPUR VADODARA,2018-01-20,
BALASORE,THRUVALLUR,1430,Tn,BHV-ELR-ONGL,2026-03-10,
BALASORE,VIZAG (WED),644,Odisha,"CUTTACK, SRIKAKULAM",2019-10-14,
BALESHWAR,BAKRESHWAR,332,,,2014-03-31,A-15
BALESHWAR,CHANDERPURA,381,,,2014-03-31,A026
BALESHWAR,CHANDIL,237,,,2014-03-31,A026
BALESHWAR,CUTTACK,182,,,2014-03-31,A-15
BALESHWAR,DURGAPUR,270,,,2014-03-31,A026
BALESHWAR,KAHALGAON,559,,,2014-03-31,A026
BALESHWAR,MEDINIPUR,118,,,2014-03-31,A-15
BALESHWAR,MUMBAI,1810,,,2014-03-31,A026
BALESHWAR,VIJAYWADA,1008,,,2014-03-31,A-15
BALESHWAR,VISAKHAPATNAM,653,,,2014-03-31,
BALIMELA,JAYPUR,120,,Jaypur=UpperKolab,2014-03-31,A07
BALIMELA,KAKINADA,203,,,2014-03-31,A07
BANGALORE,AGRA,1826,,,2014-03-31,
BANGALORE,BELLARY,301,,Sketch 35 MGI,2014-03-31,A025
BANGALORE,BHILAI,1274,,,2014-03-31,
BANGALORE,BIRSINGHPUR,1481,,,2014-03-31,
BANGALORE,CHANDIL,1866,,,2014-03-31,A 05
BANGALORE,CHITTOOR,178,,,2014-03-31,A029
BANGALORE,CUDDAPAH,275,,,2014-03-31,A026
BANGALORE,DHOLPUR,1783,,,2014-03-31,
BANGALORE,ERNAKULAM,504,,,2014-03-31,
BANGALORE,GODHRA,1492,,,2014-03-31,
BANGALORE,HYDERABAD,566,Ap,PANIPAT-DLI-NGP-HYB-BANGALORE,2014-03-31,A-14
BANGALORE,INDORE,1300,,,2014-03-31,
BANGALORE,JAMSHEDPUR,1881,,,2014-03-31,
BANGALORE,KADANA,1492,,,2014-03-31,
BANGALORE,KAHALGAON,2198,,,2014-03-31,A026
BANGALORE,KAKATIYA TPS,766,Ap,Hwr-Nagpur-Karimnagar-warangal,2014-03-31,A030
BANGALORE,KANGAN,3134,J&K,,2014-03-31,
BANGALORE,KORBA NTPC,1503,,-HYDERABAD-NAGPUR-,2014-03-31,A025
BANGALORE,KOTA,1611,Raj.,,2014-03-31,A 06
BANGALORE,MADURAI,408,,,2014-03-31,
BANGALORE,MAMALLAPURAM,333,,,2014-03-31,A029
BANGALORE,MATTURDAM,198,Karnatak,,2014-03-31,
BANGALORE,MEJIA,2130,,Banglore-566-Hyd-1564-Mej=2130,2014-03-31,
BANGALORE,MUMBAI,998,,,2014-03-31,
BANGALORE,MYSORE,135,Karnatak,,2014-03-31,
BANGALORE,NAGPUR,1020,,,2014-03-31,A025
BANGALORE,NAMAKKAL,245,,,2014-03-31,A07
BANGALORE,PALGHAT,340,Kerala,,2014-03-31,
BANGALORE,PARAS,1046,,HYDERABAD,2026-01-07,A029
BANGALORE,PARLI,888,,,2014-03-31,
BANGALORE,PORINGAL KUTU,535,,,2014-03-31,
BANGALORE,PUNE,835,,,2014-03-31,A 13
BANGALORE,RAICHUR,409,,,2014-03-31,
BANGALORE,RANCHI,1952,,,2014-03-31,
BANGALORE,RENIGUNTA,264,,,2014-03-31,A08
BANGALORE,SALEM,186,,,2014-03-31,A 13
BANGALORE,SATYAMANGALAM,224,,,2014-03-31,A07
BANGALORE,SIPAT,1636,,,2014-03-31,
BANGALORE,SOLAPUR,667,,,2014-03-31,A 06
BANGALORE,SURATGARH,2380,,,2014-03-31,A-06
BANGALORE,TALCHER,1486,,,2014-03-31,A-11
BANGALORE,TARAPUR,1100,,,2014-03-31,A-16
BANGALORE,TUTICORIN,541,,,2014-03-31,
BANGALORE,UNCHAHAR,1827,,Bangl-1020-Ngp-807-Unch=1827,2014-03-31,A027
BANGALORE,VELLORE,206,,,2014-03-31,A-16
BANGALORE,VIJAYWADA,631,,,2014-03-31,a 11
BANGALORE,VINDHYANAGAR,1753,,,2014-03-31,
BANGALORE (YESW,RAMAGUNDAM,774,,Yeswantpuram=Bangalore,2014-03-31,A-15
BANGALORE (YESW,RIHAND DAM,1741,,,2014-03-31,A-15
BANGALORE (YESW,TALCHER,1486,,Banglr-chitor-Nellor-Rengu-Tal,2014-03-31,a 11
BANGLORE,GADARWARA,1389,Madhya Pra,ANANTPUR-KURNOOL-HYDERABAD-NAG,2016-11-26,
BANGLORE,I B VALLY,1678,Odisha,ANANTPUR-KURNOOL-HYDERABAD-NAG,2016-11-26,
BANGLORE,KOTHAGUDAM,800,Telangana,KADIRI-KARAPPA-KANIGIRI-GUNTUR,2017-06-17,
BANGLORE,WANAKBORI,1470,Gujarat,HUBALI-BELAGAVI-PUNE-MUMB-VADO,2017-06-17,
BANJARA HILLS,SARAIKELA,1368,,NAGPUR-KENDUJHHARGARH-CHAIBASA,2014-03-31,
BARAMULA,UDHAMPUR,300,,,2014-03-31,A07
BARAUNI,BELLARY,2002,Karnataka,"GAYA,DOLTANGANJ,PATNA,SEONI,NAGPUR,HYDERABAD,KURNOOL,BELLARY",2018-11-12,
BARDHWAN,BANDEL,75,Wb,Bardhwan-Mogra-Bandel,2014-03-31,A-1
BARHI,KAHALGAON (NTPC,334,,KODERMA-GODDA-PIRPANTI-,2014-03-31,A026
BARHI,KODERMA,31,,,2014-03-31,A026
BARHI,RAMGARH,87,,,2014-03-31,A21
BARODA,KHEDA,72,,,2014-03-31,
BARODA,RAJGHAT,782,,,2014-03-31,
BARODA,WANAKBORI,76,,,2014-03-31,
BATALA,BOKARO,1538,,,2014-03-31,
BATALA,HANUMANGARH,314,,,2014-03-31,A07
BEED,SOLAPUR,196,,,2014-03-31,A031
BELGAUM,KARWAR,178,,MGI SKETCH 46,2014-03-31,
BELGAUM,RAICHUR,322,,,2014-03-31,A08
BELLARY,CUDDAPAH,221,,,2014-03-31,A21
BELLARY,RAICHUR,157,,,2014-03-31,
BENGALORE,YEDADRI,667,Telangana,ANTPR-GTY-KRNL-,2022-07-27,
BHADRADRI,HYDERABAD,347,Telangana,"BHADRADRI,RAJUPETA,EDUCBERLAPALLE,WARANGAL,BHUBANAGIRI,GHATKESAR,MUTHANGI,HYDRABAD",2019-01-10,
BHADRADRI,TUTICORIN,1266,Tamil Nadu,VJWD-NLR-MDR,2021-12-03,
BHAGALPUR,FARAKKA,165,,SKETCHNO.135(MGI),2014-03-31,A024
BHAGALPUR,KAHALGAON,25,,,2014-03-31,
BHAKTIYARPUR,KODARMA,120,,,2014-03-31,A026
BHANDARA,YEDADRI,664,Telangana,GONDIPIPARE-WRGL-SPT,2021-01-23,
BHARUCH,PARDI,160,,,2014-03-31,A024
BHATINDA,CHHATRRPUR,1039,,,2014-03-31,
BHATINDA,FARIDABAD,360,,,2014-03-31,
BHATINDA,JODHPUR,590,,,2014-03-31,
BHATINDA,KORADI,1369,Punjab,"DELHI,GWALIOR,CHHINDWARA",2016-06-01,
BHATINDA,OBRA,1214,Up,KANPUR,2015-11-03,
BHATINDA,RAIGARH,1601,,,2014-03-31,
BHATINDA,SAHARANPUR,273,,,2014-03-31,
BHATINDA,SURATGARH,149,,,2014-03-31,
BHATINDA,YAMUNANAGAR,241,,,2014-03-31,
BHAURACH,UMBARGAM,214,,,2014-03-31,
BHEL HYDERABAD,N CHENNAI TPS,679,Tamil Nadu,NALGODA WAZIRABAD PIDUGURALLA ONGOLA NELLORE NORTH CHENNAI TPS,2018-03-28,
BHEL HYDERABAD,UPPUR TPS,1074,Tamil Nadu,MAHBOOBNAGAR KURNOOL HOSAR SALEM TUDUKKOTTAI KARAIKUDI UPPUR,2018-03-16,
BHILAI,BOKARO,789,,,2014-03-31,
BHILAI,BURHANPUR,817,,,2014-03-31,
BHILAI,CHANDRAPUR,316,,,2014-03-31,
BHILAI,CHANDRAPURA,681,Jharkhand,RAIPUR BILASPUR RANCHI,2014-03-31,
BHILAI,CHHABRA,794,,NAGPUR-BHOPAL-BIORIA,2014-03-31,
BHILAI,DURGAPUR,848,,,2014-03-31,
BHILAI,INDORE,688,,,2014-03-31,A-15
BHILAI,JABALPUR,347,,,2014-03-31,A08
BHILAI,JAGDALPUR,295,,,2014-03-31,A-15
BHILAI,JAMSHEDPUR,656,,,2014-03-31,
BHILAI,JAYPUR,388,,Jaypur=Upperkolab,2014-03-31,A07
BHILAI,KENDURJHARGARH,494,,,2014-03-31,
BHILAI,KHAPERKHEDA,265,,,2014-03-31,
BHILAI,KHARAGPUR,713,,,2014-03-31,A08
BHILAI,KOTA,927,Raj.,,2014-03-31,A-10
BHILAI,NEYVELI,1468,,,2014-03-31,
BHILAI,PARAS GAON,203,,,2014-03-31,A07
BHILAI,RAICHUR,887,Ap,,2014-03-31,A-06
BHILAI,RAIPUR,24,,,2014-03-31,A028
BHILAI,ROURKELA,471,,,2014-03-31,
BHILAI,SAMBALPUR,303,,,2014-03-31,A07
BHILAI,SIMHADRI,620,,,2014-03-31,H-21
BHILAI,SURATGARH,1551,,,2014-03-31,A-10
BHILAI,TALCHER,491,,,2014-03-31,A-06
BHILAI,UPPERKOLAB,338,Jharghand,Jaypur=Upperkolab,2014-03-31,
BHILAI,VISAKHAPATNAM,595,,,2014-03-31,H-21
BHILAI,VIZAG,595,,,2014-03-31,
BHIWADI,BHADRADRI,1556,Telangana,AGRA GWALOIR LALITPUR SAGAR SEONI PACHGAON UNRED KALESHWARAM BHADRADRI,2018-06-22,
BHIWADI,ENNORE,2156,Tamil Nadu,"BHIWADI,PALWAL,AGRA,LALITPUR,SAGAR,NARSINGHPUR,NAGPUR,HYDRABAD,ONGOLE,NELLORE,ENNORE",2018-12-22,
BHIWADI,KRISHNAPATNAM,2001,Ap,AGRA JHANSI SAGAR NARSINGPUR HYDERABAD NELLORE KRISHNAPATNAM,2018-05-31,
BHIWADI,NTTPS VIJAYWADA,1784,Ap,AGRA JHANSI NARSINGPUR ADILABAD HYDERABAD SURYAPED NTTPS VIJAYWADA,2018-05-31,
BHIWADI,TUTICORIN,2707,Tn,"DELHI,NAGPUR,CHENNAI",2019-07-29,
BHIWANDI,ANGUL,1505,,,2014-03-31,
BHIWANDI,KHAPERKHEDA,783,,,2014-03-31,
BHOGNIPUR,AGRA,219,,,2014-03-31,A028
BHOPAL,AGRA,541,,,2014-03-31,
BHOPAL,AHMADABAD,550,Gujarat,,2014-03-31,
BHOPAL,AMARKANTAK,529,,,2014-03-31,A022
BHOPAL,BAKRESHWAR,1383,,,2014-03-31,
BHOPAL,BATALA,1180,Punjab,,2014-03-31,
BHOPAL,BIORA,117,,,2014-03-31,
BHOPAL,BONGAIGAON,1845,Assam,"JHANSI,LUCKNOW,JAL.",2019-07-29,
BHOPAL,CHANDERPUR,498,,,2014-03-31,
BHOPAL,FARIDEBAD,712,,,2014-03-31,
BHOPAL,GANDHIDHAM,905,,,2014-03-31,A022
BHOPAL,GWALIOR,424,,,2014-03-31,
BHOPAL,HARDWAR,956,Uk,,2019-08-06,
BHOPAL,HARIDWAR,892,Uk,GUNA-AGRA-HAPUR-MEERUT,2026-01-07,
BHOPAL,HARIDWAR,956,Uk,"GUNA,SHIVPURI,AGRA",2019-08-06,
BHOPAL,HYDERABAD,799,,,2014-03-31,A022
BHOPAL,HYDERABAD (LONG,1245,,,2014-03-31,A028
BHOPAL,IB VALLEY,947,,,2014-03-31,
BHOPAL,INDORE,185,,,2014-03-31,A07
BHOPAL,JABALPUR,243,,,2014-03-31,a 11
BHOPAL,JAIPUR,594,,,2014-03-31,
BHOPAL,JHALAWAR,254,,,2014-03-31,
BHOPAL,KANDLA,919,,,2014-03-31,
BHOPAL,KHAPERKHEDA,320,,,2014-03-31,
BHOPAL,KOLKATTA,1408,,,2014-03-31,A-10
BHOPAL,KORBA,553,,,2014-03-31,A022
BHOPAL,KOTA,342,,,2014-03-31,
BHOPAL,MEJIA,1235,Wb,Bhopal-Jabalpur-Rewa-Varansi-,2014-03-31,A-14
BHOPAL,MUMBAI,776,,,2014-03-31,A-06
BHOPAL,NAGPUR,345,,,2014-03-31,
BHOPAL,NASIK,587,,,2014-03-31,A-12
BHOPAL,NEYVELI,1593,,,2014-03-31,
BHOPAL,RAICHUR,999,Karnatak,,2014-03-31,A002
BHOPAL,RAMAGUNDAM,752,,Bhopal-Nagpur-Ramagundam,2014-03-31,A-11
BHOPAL,RAYALSEEMA,1262,,,2014-03-31,
BHOPAL,REWA,468,,,2014-03-31,A-11
BHOPAL,RIHAND DAM,731,,,2014-03-31,A-11
BHOPAL,SAGAR,154,,,2014-03-31,A07
BHOPAL,SATPURA,132,Mp,,2014-03-31,A-1
BHOPAL,SURATGARH,966,Raj.,,2014-03-31,
BHOPAL,TARAPUR,747,,,2014-03-31,A-12
BHOPAL,THANE,732,,,2014-03-31,A-12
BHOPAL,UNCHAHAR,560,Up,,2014-03-31,
BHOPAL,VARANASI,699,,,2014-03-31,
BHOPAL,VINDHYANAGAR,937,Mp,,2014-03-31,
BHRAUCH,UKAI DAM,149,,,2014-03-31,A07
BHUBANESHWAR,ANGUL,119,Orrisa,,2014-03-31,
BHUBANESHWAR,BAKRESHWAR,548,,,2014-03-31,A022
BHUBANESHWAR,COCHIN,1884,Kerla,,2014-03-31,
BHUBANESHWAR,DADRI,1631,Orrisa,,2014-03-31,
BHUBANESHWAR,DAHANU,1639,,,2014-03-31,
BHUBANESHWAR,FARAKKA,813,,,2014-03-31,
BHUBANESHWAR,GOA,1742,,,2014-03-31,A08
BHUBANESHWAR,IB VALLEY,364,,,2014-03-31,
BHUBANESHWAR,KAYAMKULAM,1942,,,2014-03-31,
BHUBANESHWAR,KOLKATTA,480,,,2014-03-31,A05
BHUBANESHWAR,KOTHAGUDAM,838,,,2014-03-31,
BHUBANESHWAR,LARJI,2092,,,2014-03-31,A-15
BHUBANESHWAR,NEYVELI,1481,,,2014-03-31,
BHUBANESHWAR,PANIPAT,1717,,,2014-03-31,
BHUBANESHWAR,RAICHUR,1289,,"JADCHERIA,MALLEPALLE",2014-03-31,
BHUBANESHWAR,SAMBALPUR,1638,,,2014-03-31,
BHUBANESHWAR,TALCHER,105,,,2014-03-31,
BHUBANESHWAR,TUTICOTIN,1803,Tamil,,2014-03-31,
BHUBANESHWAR,VIJAYWADA,788,,,2014-03-31,
BHUSAWAL,KHURJA,993,U P,KHDW-GNA-GWLR,2023-06-13,
BIKANER,JAIPUR,321,,,2014-03-31,
BIKANER,JODHPUR,243,,,2014-03-31,A-09
BIKANER,LADAKH,1167,Raj,BARNALA-DEHAR-MANALI,2026-01-29,1638
BIKANER,SURATGARH,178,Rajasthan,,2014-03-31,
BIKANER,YERAMARUS,1725,Ap,AJMR-RTL-SMBJNGR,2026-01-10,
BILASPUR,KORBA,94,,,2014-03-31,A07
BILASPUR,RAIGARH,200,Jharkhand,Bilaspur-OPJindalSTPP(Raig.+34,2014-03-31,A022
BILASPUR,SIPAT,25,,,2014-03-31,
BIRSINGHPUR,IB VALLEY,514,,,2014-03-31,
BONGAIGAON,CHANDRAPURA,780,,"JALPAIGURI, KISHANGANJ,PURNEA",2016-05-10,
BUDGE BUDGE,KORBA,1019,,,2014-03-31,
BUDGE-BUDGE,HARDUAGANG,1204,,,2014-03-31,
BURHANPUR,EDALABAD,40,,,2014-03-31,A020
CHANDERPUR,BHUSAWAL,561,,NAGPUR-DHULE,2014-03-31,
CHANDERPUR,KOTHAGUDAM,431,,,2014-03-31,A031
CHANDIGARH,BHUBANESHWAR,1872,,,2014-03-31,A024
CHANDIGARH,GANGUWAL,88,,,2014-03-31,
CHANDIGARH,GANGWAL,88,,,2014-03-31,A022
CHANDIGARH,GOA (PANJI),2227,Goa,Outside Delhi,2014-03-31,A-04
CHANDIGARH,LARJI,220,,,2014-03-31,A-15
CHANDIGARH,MANDI,182,Hp,,2014-03-31,A027
CHANDIGARH,NANGAL,102,,,2014-03-31,
CHANDIGARH,ROOPNAGAR(ROPAR,45,Punjab,Ropar(41) to Roopnagr,2014-03-31,
CHANDRAPUR,VINDHYANAGAR,883,,,2014-03-31,
CHANDRAPURA,HARIDWAR,1294,Uttrakhnd,ARGBD-LKO-BRLY,2024-01-30,
CHANDRAPURA (JH,SANTALDIH,85,,,2014-03-31,
CHANDWA,AMRAVATI,965,Maharashtra,GUMLA-RAIPUR-NAGPUR,2014-03-31,
CHANDWA,SIKKA,1855,Gujarat,SATNA-DAMOH-INDORE-RAJKOT,2014-03-31,
CHANDWA,VINDHYANCHAL,280,M P,DALTONGANJ-RENUKOOT,2014-03-31,
CHANDWA,VISHAKHAPATANAM,956,,CHANDWA-RANCHI-VISHAKHAPATANAM,2014-03-31,
CHANDWA,VIZAG (HNPL),913,A P,GUMLA-SOMBALPUR-BOBBILI,2014-03-31,
CHENAI,KOTESHWAR,2384,Uttrakhand,HARIDWAR REFER P-724 AND P-497,2014-03-31,
CHENNAI,AGRA,1913,Up,,2014-03-31,
CHENNAI,BALASORE,1460,,,2014-03-31,A-14
